DATAFLOW,MEASURE: Measure,ESTIMATE_TYPE: Estimate Type,SEX: Sex,SECTOR: Sector,INDUSTRY: Industry,TSEST: Adjustment Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,7: Northern Territory,Q: Quarterly,2020-Q2,1443.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,7: Northern Territory,Q: Quarterly,2020-Q4,1381.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,7: Northern Territory,Q: Quarterly,2021-Q2,1387,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,7: Northern Territory,Q: Quarterly,2021-Q4,1387.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,7: Northern Territory,Q: Quarterly,2022-Q2,1430,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,6: Tasmania,Q: Quarterly,2020-Q2,1080.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,6: Tasmania,Q: Quarterly,2020-Q4,1080.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,6: Tasmania,Q: Quarterly,2021-Q2,1132.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,6: Tasmania,Q: Quarterly,2021-Q4,1123.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,6: Tasmania,Q: Quarterly,2022-Q2,1163.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"I: Transport, Postal and Warehousing",10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1521.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"I: Transport, Postal and Warehousing",10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1571.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"I: Transport, Postal and Warehousing",10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1551,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"I: Transport, Postal and Warehousing",10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1593,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"I: Transport, Postal and Warehousing",10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1606.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,P: Education and Training,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1292.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,P: Education and Training,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1283.6,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,P: Education and Training,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1318.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,P: Education and Training,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1331.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,P: Education and Training,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1324.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,B: Mining,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,2733.6,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,B: Mining,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,2636.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,B: Mining,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,2743.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,B: Mining,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,2695.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,B: Mining,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,2700.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,K: Financial and Insurance Services,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1770,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,K: Financial and Insurance Services,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1777.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,K: Financial and Insurance Services,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1819.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,K: Financial and Insurance Services,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1858.6,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,K: Financial and Insurance Services,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1919.6,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,6: Tasmania,Q: Quarterly,2020-Q2,1077.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,6: Tasmania,Q: Quarterly,2020-Q4,1083.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,6: Tasmania,Q: Quarterly,2021-Q2,1130,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,6: Tasmania,Q: Quarterly,2021-Q4,1127,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,6: Tasmania,Q: Quarterly,2022-Q2,1161,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,G: Retail Trade,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,791.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,G: Retail Trade,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,750.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,G: Retail Trade,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,802.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,G: Retail Trade,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,806.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,G: Retail Trade,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,792.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,5: Western Australia,Q: Quarterly,2020-Q2,1409.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,5: Western Australia,Q: Quarterly,2020-Q4,1362.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,5: Western Australia,Q: Quarterly,2021-Q2,1438.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,5: Western Australia,Q: Quarterly,2021-Q4,1432.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,5: Western Australia,Q: Quarterly,2022-Q2,1491.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,F: Wholesale Trade,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1400.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,F: Wholesale Trade,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1401.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,F: Wholesale Trade,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1443.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,F: Wholesale Trade,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1454.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,F: Wholesale Trade,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1456.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,AUS: Australia,Q: Quarterly,2020-Q2,1304.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,AUS: Australia,Q: Quarterly,2020-Q4,1280.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,AUS: Australia,Q: Quarterly,2021-Q2,1305.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,AUS: Australia,Q: Quarterly,2021-Q4,1328.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,AUS: Australia,Q: Quarterly,2022-Q2,1344.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,S: Other Services,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1011.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,S: Other Services,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1002.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,S: Other Services,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1034.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,S: Other Services,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1005.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,S: Other Services,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1047,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,1: New South Wales,Q: Quarterly,2020-Q2,1332.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,1: New South Wales,Q: Quarterly,2020-Q4,1301.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,1: New South Wales,Q: Quarterly,2021-Q2,1341.6,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,1: New South Wales,Q: Quarterly,2021-Q4,1358.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,1: New South Wales,Q: Quarterly,2022-Q2,1363.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,8: Australian Capital Territory,Q: Quarterly,2020-Q2,1534,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,8: Australian Capital Territory,Q: Quarterly,2020-Q4,1484.6,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,8: Australian Capital Territory,Q: Quarterly,2021-Q2,1500.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,8: Australian Capital Territory,Q: Quarterly,2021-Q4,1555.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,8: Australian Capital Territory,Q: Quarterly,2022-Q2,1537.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,5: Western Australia,Q: Quarterly,2020-Q2,1409.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,5: Western Australia,Q: Quarterly,2020-Q4,1362.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,5: Western Australia,Q: Quarterly,2021-Q2,1438.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,5: Western Australia,Q: Quarterly,2021-Q4,1432.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,5: Western Australia,Q: Quarterly,2022-Q2,1491.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,R: Arts and Recreation Services,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1007.6,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,R: Arts and Recreation Services,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,798.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,R: Arts and Recreation Services,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,777.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,R: Arts and Recreation Services,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,811,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,R: Arts and Recreation Services,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,839.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,7: Northern Territory,Q: Quarterly,2020-Q2,1443.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,7: Northern Territory,Q: Quarterly,2020-Q4,1381.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,7: Northern Territory,Q: Quarterly,2021-Q2,1387,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,7: Northern Territory,Q: Quarterly,2021-Q4,1387.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,7: Northern Territory,Q: Quarterly,2022-Q2,1430,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,J: Information Media and Telecommunications,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1763.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,J: Information Media and Telecommunications,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1715.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,J: Information Media and Telecommunications,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1730,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,J: Information Media and Telecommunications,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1816.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,J: Information Media and Telecommunications,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1863.1,AUD: Australian Dollars,,
