DATAFLOW,MEASURE: Measure,ESTIMATE_TYPE: Estimate Type,SEX: Sex,SECTOR: Sector,INDUSTRY: Industry,TSEST: Adjustment Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,N: Administrative and Support Services,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1113.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,N: Administrative and Support Services,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1053.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,N: Administrative and Support Services,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1081.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,N: Administrative and Support Services,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1147.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,N: Administrative and Support Services,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1175.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,2: Victoria,Q: Quarterly,2020-Q2,1296.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,2: Victoria,Q: Quarterly,2020-Q4,1283.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,2: Victoria,Q: Quarterly,2021-Q2,1260.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,2: Victoria,Q: Quarterly,2021-Q4,1294.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,2: Victoria,Q: Quarterly,2022-Q2,1295.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,3: Queensland,Q: Quarterly,2020-Q2,1255.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,3: Queensland,Q: Quarterly,2020-Q4,1237,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,3: Queensland,Q: Quarterly,2021-Q2,1262.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,3: Queensland,Q: Quarterly,2021-Q4,1301.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,3: Queensland,Q: Quarterly,2022-Q2,1323,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,C: Manufacturing,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1381.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,C: Manufacturing,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1458,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,C: Manufacturing,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1432.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,C: Manufacturing,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1462,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,C: Manufacturing,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1464.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,2: Victoria,Q: Quarterly,2020-Q2,1296.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,2: Victoria,Q: Quarterly,2020-Q4,1283.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,2: Victoria,Q: Quarterly,2021-Q2,1260.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,2: Victoria,Q: Quarterly,2021-Q4,1294.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,2: Victoria,Q: Quarterly,2022-Q2,1295.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,3: Queensland,Q: Quarterly,2020-Q2,1263.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,3: Queensland,Q: Quarterly,2020-Q4,1223.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,3: Queensland,Q: Quarterly,2021-Q2,1271,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,3: Queensland,Q: Quarterly,2021-Q4,1285.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,3: Queensland,Q: Quarterly,2022-Q2,1332.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,E: Construction,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1621,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,E: Construction,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1550.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,E: Construction,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1604.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,E: Construction,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1640.6,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,E: Construction,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1648.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,Q: Health Care and Social Assistance,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1159.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,Q: Health Care and Social Assistance,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1166.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,Q: Health Care and Social Assistance,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1166.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,Q: Health Care and Social Assistance,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1194.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,Q: Health Care and Social Assistance,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1215.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,4: South Australia,Q: Quarterly,2020-Q2,1152.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,4: South Australia,Q: Quarterly,2020-Q4,1143.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,4: South Australia,Q: Quarterly,2021-Q2,1194.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,4: South Australia,Q: Quarterly,2021-Q4,1202.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,4: South Australia,Q: Quarterly,2022-Q2,1247.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,1: New South Wales,Q: Quarterly,2020-Q2,1328.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,1: New South Wales,Q: Quarterly,2020-Q4,1304.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,1: New South Wales,Q: Quarterly,2021-Q2,1337.6,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,1: New South Wales,Q: Quarterly,2021-Q4,1361.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,1: New South Wales,Q: Quarterly,2022-Q2,1359.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"M: Professional, Scientific and Technical Services",10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1714.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"M: Professional, Scientific and Technical Services",10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1755.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"M: Professional, Scientific and Technical Services",10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1741.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"M: Professional, Scientific and Technical Services",10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1747.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"M: Professional, Scientific and Technical Services",10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1761.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,O: Public Administration and Safety,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1605.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,O: Public Administration and Safety,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1644,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,O: Public Administration and Safety,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1684.6,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,O: Public Administration and Safety,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1737.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,O: Public Administration and Safety,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1767.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,4: South Australia,Q: Quarterly,2020-Q2,1152.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,4: South Australia,Q: Quarterly,2020-Q4,1143.4,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,4: South Australia,Q: Quarterly,2021-Q2,1194.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,4: South Australia,Q: Quarterly,2021-Q4,1202.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,4: South Australia,Q: Quarterly,2022-Q2,1247.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1304.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1280.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1305.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1328.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1344.7,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,H: Accommodation and Food Services,10: Original,AUS: Australia,Q: Quarterly,2020-Q2,591.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,H: Accommodation and Food Services,10: Original,AUS: Australia,Q: Quarterly,2020-Q4,579,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,H: Accommodation and Food Services,10: Original,AUS: Australia,Q: Quarterly,2021-Q2,608.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,H: Accommodation and Food Services,10: Original,AUS: Australia,Q: Quarterly,2021-Q4,644,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,H: Accommodation and Food Services,10: Original,AUS: Australia,Q: Quarterly,2022-Q2,681.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"D: Electricity, Gas, Water and Waste Services",10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1949.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"D: Electricity, Gas, Water and Waste Services",10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1984.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"D: Electricity, Gas, Water and Waste Services",10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1951,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"D: Electricity, Gas, Water and Waste Services",10: Original,AUS: Australia,Q: Quarterly,2021-Q4,2032,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"D: Electricity, Gas, Water and Waste Services",10: Original,AUS: Australia,Q: Quarterly,2022-Q2,2104.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,8: Australian Capital Territory,Q: Quarterly,2020-Q2,1530.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,8: Australian Capital Territory,Q: Quarterly,2020-Q4,1490.2,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,8: Australian Capital Territory,Q: Quarterly,2021-Q2,1497.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,8: Australian Capital Territory,Q: Quarterly,2021-Q4,1560.9,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,TOT: All Industries,20: Seasonally Adjusted,8: Australian Capital Territory,Q: Quarterly,2022-Q2,1535.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"L: Rental, Hiring and Real Estate Services",10: Original,AUS: Australia,Q: Quarterly,2020-Q2,1191.5,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"L: Rental, Hiring and Real Estate Services",10: Original,AUS: Australia,Q: Quarterly,2020-Q4,1262.3,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"L: Rental, Hiring and Real Estate Services",10: Original,AUS: Australia,Q: Quarterly,2021-Q2,1319.1,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"L: Rental, Hiring and Real Estate Services",10: Original,AUS: Australia,Q: Quarterly,2021-Q4,1376.8,AUD: Australian Dollars,,
ABS:AWE(1.0.0),1: All employees average weekly total earnings,1: Earnings,3: Persons,7: Private and Public,"L: Rental, Hiring and Real Estate Services",10: Original,AUS: Australia,Q: Quarterly,2022-Q2,1334.8,AUD: Australian Dollars,,
